P@10,R@10,NDCG@10,MAP@10,MPR@10,EvalUsers
0.0528,0.528,0.45268630764636303,0.4296198412698412,0.4223,1000.0
0.073,0.73,0.6247214227535172,0.5899460317460318,0.6059000000000001,1000.0
